  Freq. No. =   1,  f = 6.0415e+03 (Hz),  k = (0.1832D+01, 0.0000D+00):
 Solution on the Boundary:
Elements: this line is just for fun 
1 ( -2.957584e+06 , -4.419648e+06 ) 
3505 ( -9.800682e+05 , 4.501269e+05 ) 
3506 ( 5.947852e+04 , 2.877470e+04 ) 
3507 ( 3.349102e+05 , -3.329719e+05 ) 
3508 ( 8.399183e+05 , 7.974723e+04 ) 
3509 ( 7.781131e+05 , 5.392067e+05 ) 
3510 ( 5.450713e+05 , 9.947464e+05 ) 
3511 ( 5.493669e+05 , -3.152089e+05 ) 
3512 ( 9.310488e+05 , 1.931201e+06 ) 
3513 ( 1.263947e+03 , 8.070886e+05 ) 
3514 ( 7.848214e+05 , 2.232482e+05 ) 
3515 ( 1.067414e+06 , 1.313026e+06 ) 
3516 ( 1.777746e+06 , 8.425275e+05 ) 
3517 ( 9.000858e+05 , 8.472196e+05 ) 
3518 ( 1.366293e+06 , 2.338858e+06 ) 
3519 ( 3.023103e+05 , -6.637909e+05 ) 
3520 ( 1.697350e+06 , 5.869450e+05 ) 
3521 ( 1.414986e+06 , -7.598467e+05 ) 
3522 ( 1.805705e+06 , -7.584353e+04 ) 
3523 ( 2.235971e+06 , 3.286390e+06 ) 
3524 ( 9.736541e+04 , 3.579090e+06 ) 
3525 ( -3.052949e+05 , 9.597575e+05 ) 
3526 ( 1.521622e+06 , 1.919215e+06 ) 
3527 ( 4.039581e+05 , -1.095765e+06 ) 
3528 ( 1.094872e+06 , -5.634422e+05 ) 
3529 ( 1.073450e+06 , 3.106718e+06 ) 
3530 ( 6.082705e+05 , 1.397355e+06 ) 
3531 ( -1.652603e+05 , 1.517807e+04 ) 
3532 ( -1.717273e+05 , 3.261773e+06 ) 
3533 ( 7.360809e+04 , 1.370489e+06 ) 
3534 ( 2.177054e+06 , 3.474015e+06 ) 
3535 ( 3.682647e+03 , 1.737423e+06 ) 
3536 ( -1.154256e+06 , -5.222126e+04 ) 
3537 ( 1.495517e+06 , -1.021067e+06 ) 
3538 ( 2.726153e+06 , 1.189063e+05 ) 
3539 ( 1.213131e+05 , 2.968267e+04 ) 
3540 ( 1.063621e+06 , 2.894951e+05 ) 
3541 ( 2.025908e+06 , 7.174705e+05 ) 
3542 ( 2.898433e+06 , 1.587994e+06 ) 
3543 ( 2.082345e+06 , 2.173118e+05 ) 
3544 ( 3.275804e+06 , 6.529338e+05 ) 
3545 ( 3.179516e+05 , -1.887490e+05 ) 
3546 ( 8.917356e+05 , 7.512162e+05 ) 
3547 ( 8.913284e+05 , 8.459373e+05 ) 
3548 ( 2.092449e+06 , 1.497546e+06 ) 
3549 ( 4.889630e+05 , 2.147276e+05 ) 
3550 ( 8.115955e+05 , 1.046641e+06 ) 
3551 ( 5.169048e+05 , 8.027197e+04 ) 
3552 ( 8.074119e+05 , 6.358042e+05 ) 
3553 ( 2.687888e+05 , 6.622773e+05 ) 
3554 ( 6.753219e+04 , 8.434885e+05 ) 
3555 ( -2.747341e+05 , 2.516492e+05 ) 
3556 ( 4.890099e+05 , 1.175429e+06 ) 
3557 ( 4.430955e+05 , 2.373636e+05 ) 
3558 ( 1.313800e+06 , 3.744210e+05 ) 
3559 ( 8.253767e+05 , -3.166838e+05 ) 
3560 ( 4.052686e+05 , 5.952158e+05 ) 
3561 ( -3.866435e+05 , 9.208175e+05 ) 
3562 ( -3.185274e+05 , 1.616729e+05 ) 
3563 ( 9.031041e+05 , -9.123360e+05 ) 
3564 ( 1.089791e+06 , 3.388500e+05 ) 
3565 ( -1.170958e+05 , 5.297853e+05 ) 
3566 ( 5.650678e+05 , -2.561593e+05 ) 
3567 ( -4.041586e+05 , -1.073705e+06 ) 
3568 ( -5.838277e+05 , 1.345001e+04 ) 
3569 ( 2.142114e+05 , 4.686584e+05 ) 
3570 ( 8.625291e+05 , 2.521410e+05 ) 
3571 ( 1.606333e+06 , -1.081715e+06 ) 
3572 ( 1.159690e+06 , -2.550292e+05 ) 
3573 ( -7.873977e+05 , 1.041293e+06 ) 
3574 ( 1.727307e+04 , 5.817123e+05 ) 
3575 ( 6.705416e+05 , -2.862208e+05 ) 
3576 ( 3.075270e+05 , 5.967259e+05 ) 
3577 ( -5.924913e+05 , 7.762149e+05 ) 
3578 ( 1.690961e+05 , -5.010445e+05 ) 
3579 ( 1.339362e+06 , -1.651548e+06 ) 
3580 ( 2.101368e+05 , 1.467260e+05 ) 
3581 ( -1.053088e+06 , 1.676357e+06 ) 
3582 ( -7.081975e+05 , 6.164394e+05 ) 
3583 ( 5.409887e+05 , -1.690566e+06 ) 
3584 ( -1.978789e+05 , -2.973449e+05 ) 
3585 ( -6.167986e+05 , 8.504438e+05 ) 
3586 ( -7.648560e+04 , -2.754978e+05 ) 
3587 ( 3.856237e+05 , -4.819415e+05 ) 
3588 ( -6.285870e+05 , 7.191794e+05 ) 
3589 ( -9.423067e+05 , 4.724349e+05 ) 
3590 ( -5.708591e+05 , -1.460300e+06 ) 
3591 ( 1.210974e+06 , -2.640529e+06 ) 
3592 ( 2.576106e+04 , -9.557070e+05 ) 
3593 ( -1.807602e+06 , 1.195574e+06 ) 
3594 ( -1.496534e+06 , -5.351143e+05 ) 
3595 ( -2.452481e+04 , -2.414814e+06 ) 
3596 ( -1.128680e+06 , -1.208491e+06 ) 
3597 ( -6.849229e+05 , 9.678717e+05 ) 
3598 ( -1.276953e+05 , -1.288871e+06 ) 
3599 ( 3.633481e+05 , -2.051592e+06 ) 
3600 ( -1.087449e+06 , -5.161236e+05 ) 
3601 ( -9.408453e+05 , -1.009602e+06 ) 
3602 ( -1.195607e+06 , -1.708027e+06 ) 
3603 ( 1.828606e+05 , -1.725453e+06 ) 
3604 ( -2.353608e+05 , -1.726926e+06 ) 
3605 ( -1.584964e+06 , -2.533326e+05 ) 
3606 ( -2.622123e+05 , -7.463989e+05 ) 
3607 ( 2.329059e+05 , -9.137885e+05 ) 
3608 ( -1.315468e+06 , -1.286737e+06 ) 
3609 ( 1.632690e+05 , -2.830627e+05 ) 
3610 ( -3.030542e+05 , -1.566845e+06 ) 
3611 ( 3.725274e+05 , -1.597152e+06 ) 
3612 ( 1.989625e+05 , -9.163832e+05 ) 
3613 ( -1.372300e+06 , -5.539706e+05 ) 
3614 ( -1.740264e+06 , -1.856161e+06 ) 
3615 ( -6.905958e+05 , -1.703366e+06 ) 
3616 ( -9.971458e+05 , -1.719072e+06 ) 
3617 ( -9.720015e+05 , -1.005927e+06 ) 
3618 ( -1.391720e+06 , -2.214318e+06 ) 
3619 ( -7.161386e+05 , -1.955161e+06 ) 
3620 ( -1.702408e+06 , -2.043220e+06 ) 
3621 ( -4.806751e+05 , -1.565085e+06 ) 
3622 ( -1.263579e+06 , -1.440198e+06 ) 
3623 ( -7.080745e+05 , -3.867344e+05 ) 
3624 ( -1.310286e+06 , -1.927171e+06 ) 
3625 ( -1.779459e+06 , -1.680694e+06 ) 
3626 ( -1.540523e+06 , -4.059260e+06 ) 
3627 ( -1.359107e+03 , -2.086113e+06 ) 
3628 ( -1.355270e+06 , -1.925858e+06 ) 
3629 ( -9.020297e+05 , -6.706897e+05 ) 
3630 ( 2.446750e+05 , -2.482655e+05 ) 
3631 ( -3.871939e+05 , -5.706887e+05 ) 
3632 ( -1.102918e+06 , -9.507251e+05 ) 
3633 ( -1.013703e+06 , -2.728002e+06 ) 
3634 ( 6.128834e+05 , -2.612798e+06 ) 
3635 ( -1.224267e+06 , -3.130776e+06 ) 
3636 ( -1.479401e+06 , -4.571392e+06 ) 
3637 ( -5.526814e+05 , -9.976368e+05 ) 
3638 ( -9.556145e+05 , -1.655973e+06 ) 
3639 ( 9.724537e+05 , 1.382398e+06 ) 
3640 ( 6.292748e+06 , 2.795065e+06 ) 
3641 ( -2.270084e+06 , -2.059999e+06 ) 
3642 ( 4.062399e+06 , 1.976665e+06 ) 
3643 ( -3.243249e+06 , -6.555381e+05 ) 
3644 ( -3.530745e+06 , -1.949556e+06 ) 
3645 ( 1.679623e+05 , -9.281126e+03 ) 
3646 ( -1.566140e+06 , 2.358441e+05 ) 
3647 ( -1.230155e+06 , -1.712614e+06 ) 
3648 ( -1.841710e+06 , -2.600741e+06 ) 
3649 ( -1.773496e+06 , -2.315293e+06 ) 
3650 ( -3.334561e+06 , -2.762319e+06 ) 
3651 ( -1.008140e+06 , -6.545113e+05 ) 
3652 ( -1.467589e+06 , -2.052477e+06 ) 
3653 ( -2.611378e+05 , -1.868697e+06 ) 
3654 ( -1.413889e+06 , -2.170372e+06 ) 
3655 ( -8.316395e+05 , -1.461138e+06 ) 
3656 ( -5.112755e+05 , -2.538250e+06 ) 
3657 ( -4.281534e+05 , -2.148926e+06 ) 
3658 ( -1.376311e+06 , -2.321295e+06 ) 
3659 ( -1.129694e+06 , -1.187098e+06 ) 
3660 ( -1.048387e+06 , -1.800788e+06 ) 
3661 ( 4.830391e+05 , -1.619250e+06 ) 
3662 ( -3.596335e+05 , -2.336212e+06 ) 
3663 ( -3.830859e+05 , -1.336962e+06 ) 
3664 ( -2.749839e+05 , -1.763744e+06 ) 
3665 ( -9.831636e+05 , -1.044973e+06 ) 
3666 ( -1.224453e+06 , -1.686673e+06 ) 
3667 ( 3.935169e+05 , -1.762980e+06 ) 
3668 ( -3.120810e+05 , -1.430513e+06 ) 
3669 ( 8.828550e+04 , -7.880488e+05 ) 
3670 ( 2.065174e+05 , -1.782715e+06 ) 
3671 ( -1.222218e+06 , -1.430307e+06 ) 
3672 ( -1.183846e+06 , -8.864803e+05 ) 
3673 ( -6.845515e+05 , 1.796555e+04 ) 
3674 ( -9.475218e+05 , -1.125757e+06 ) 
3675 ( 5.680523e+05 , -1.701686e+06 ) 
3676 ( -3.876188e+05 , -1.618487e+06 ) 
3677 ( -9.101291e+05 , -4.018279e+05 ) 
3678 ( -8.037299e+05 , -1.095257e+06 ) 
3679 ( 1.751637e+05 , -1.193547e+06 ) 
3680 ( -5.393106e+05 , -1.022483e+06 ) 
3681 ( -1.139803e+06 , -7.410810e+05 ) 
3682 ( -5.259023e+05 , -1.583246e+06 ) 
3683 ( 1.193647e+06 , -2.077018e+06 ) 
3684 ( 5.631532e+05 , -1.568713e+06 ) 
3685 ( -8.070264e+05 , 4.366717e+05 ) 
3686 ( -1.925125e+05 , -9.309649e+05 ) 
3687 ( 9.039874e+05 , -2.542952e+06 ) 
3688 ( 1.494889e+05 , -1.432691e+06 ) 
3689 ( -3.553883e+05 , -2.844477e+05 ) 
3690 ( 6.173934e+05 , -1.885226e+06 ) 
3691 ( 5.230898e+05 , -8.230585e+05 ) 
3692 ( 8.659214e+04 , -3.271857e+05 ) 
3693 ( -8.648014e+05 , 1.427730e+05 ) 
3694 ( -7.951868e+04 , -8.544678e+05 ) 
3695 ( 1.725156e+06 , -2.282939e+06 ) 
3696 ( 1.078548e+06 , -6.323179e+05 ) 
3697 ( -6.926188e+05 , 9.165804e+05 ) 
3698 ( 4.409577e+05 , -4.779192e+05 ) 
3699 ( 1.193496e+06 , -2.179177e+06 ) 
3700 ( 7.595485e+05 , -3.771615e+05 ) 
3701 ( -1.392564e+05 , 1.568887e+06 ) 
3702 ( 1.122955e+06 , -4.675707e+05 ) 
3703 ( 9.558480e+05 , -1.852539e+06 ) 
3704 ( 2.285580e+05 , -3.233103e+05 ) 
3705 ( -7.561580e+05 , 3.961718e+05 ) 
3706 ( 5.223877e+05 , -5.520584e+05 ) 
3707 ( 8.369853e+05 , -4.829731e+05 ) 
3708 ( 3.775242e+05 , 1.188597e+06 ) 
3709 ( -7.692845e+05 , 1.439568e+06 ) 
3710 ( 1.822782e+05 , 2.948185e+05 ) 
3711 ( 1.050236e+06 , -3.743262e+05 ) 
3712 ( 2.143197e+05 , -4.901429e+05 ) 
3713 ( -5.224963e+05 , 1.093021e+05 ) 
3714 ( 4.958504e+05 , 8.663774e+05 ) 
3715 ( 4.428258e+05 , -1.085290e+06 ) 
3716 ( -4.349954e+05 , 4.813929e+05 ) 
3717 ( -1.385029e+06 , 2.442305e+05 ) 
3718 ( -2.037239e+05 , -6.481828e+05 ) 
3719 ( 6.681284e+05 , -3.540398e+05 ) 
3720 ( 1.401752e+06 , 9.308439e+05 ) 
3721 ( 2.141382e+05 , 1.656181e+06 ) 
3722 ( 6.557492e+04 , 1.047105e+06 ) 
3723 ( 1.012341e+06 , -6.294739e+05 ) 
3724 ( 9.755283e+05 , 6.785777e+05 ) 
3725 ( 4.284700e+05 , 3.939113e+05 ) 
3726 ( 1.561076e+06 , 5.896131e+05 ) 
3727 ( 8.239886e+05 , 1.035410e+06 ) 
3728 ( 1.254720e+06 , 1.585931e+06 ) 
3729 ( -4.925685e+04 , 3.358314e+05 ) 
3730 ( 7.921250e+05 , 1.080294e+06 ) 
3731 ( 1.859727e+06 , 4.170816e+03 ) 
3732 ( 1.423631e+06 , 1.528082e+06 ) 
3733 ( -9.897009e+04 , 1.244051e+06 ) 
3734 ( 1.510612e+06 , 1.561364e+06 ) 
3735 ( 6.514402e+05 , -1.860664e+06 ) 
3736 ( -1.020760e+06 , -7.391653e+05 ) 
3737 ( 3.842155e+05 , 3.857764e+05 ) 
3738 ( 1.578351e+06 , -3.122997e+05 ) 
3739 ( 3.958453e+05 , 2.003771e+06 ) 
3740 ( -1.645231e+06 , 1.129425e+05 ) 
3741 ( 7.348571e+05 , -5.641362e+05 ) 
3742 ( 6.483390e+04 , 1.264454e+06 ) 
3743 ( -2.295141e+05 , 2.537949e+06 ) 
3744 ( 1.017482e+06 , 1.606291e+06 ) 
3745 ( 8.732898e+05 , 9.179989e+05 ) 
3746 ( -6.110910e+05 , -9.307115e+05 ) 
3747 ( 6.795306e+05 , -3.437180e+05 ) 
3748 ( 1.805439e+06 , 8.144936e+05 ) 
3749 ( -4.875369e+05 , 1.365248e+06 ) 
3750 ( 1.302900e+06 , 2.182001e+06 ) 
3751 ( 1.977888e+06 , -5.265914e+05 ) 
3752 ( 1.429283e+06 , 9.189185e+05 ) 
3753 ( 1.230628e+06 , 6.528579e+05 ) 
3754 ( 2.457389e+06 , 6.492190e+05 ) 
3755 ( 6.512536e+05 , -5.304704e+05 ) 
3756 ( 4.438922e+05 , 9.396934e+05 ) 
3757 ( -1.266347e+06 , 1.289154e+06 ) 
3758 ( 3.970165e+05 , 1.033555e+06 ) 
3759 ( 1.910843e+06 , -3.217236e+05 ) 
3760 ( 1.131518e+06 , 6.160815e+05 ) 
3761 ( 2.432550e+05 , 3.738907e+05 ) 
3762 ( 1.149999e+06 , 7.910437e+05 ) 
3763 ( -2.799535e+05 , 1.144773e+05 ) 
3764 ( -7.206275e+05 , 9.568564e+05 ) 
3765 ( -8.007835e+05 , 5.987974e+05 ) 
3766 ( 2.519669e+05 , 6.947672e+05 ) 
3767 ( 5.449650e+05 , 1.836521e+05 ) 
3768 ( 6.901576e+05 , 1.553496e+05 ) 
3769 ( -5.688215e+05 , 2.610222e+05 ) 
3770 ( -4.827192e+05 , 8.754619e+05 ) 
3771 ( 8.015493e+05 , 4.605476e+05 ) 
3772 ( 1.111543e+06 , 2.654885e+05 ) 
3773 ( 6.641441e+05 , -1.300865e+06 ) 
3774 ( 1.094604e+06 , -1.218373e+05 ) 
3775 ( 1.117555e+04 , 5.683323e+05 ) 
3776 ( 6.483443e+05 , 6.527342e+05 ) 
3777 ( 8.111139e+05 , 3.530191e+05 ) 
3778 ( 8.439440e+05 , 6.723113e+05 ) 
3779 ( -2.939653e+05 , -1.078433e+05 ) 
3780 ( 5.426969e+05 , 5.425441e+04 ) 
3781 ( 1.025238e+06 , -5.882678e+05 ) 
3782 ( 6.183120e+05 , 2.492395e+05 ) 
3783 ( -6.450286e+05 , 1.450846e+06 ) 
3784 ( -1.064750e+05 , 1.387649e+06 ) 
3785 ( 7.528605e+05 , -4.629951e+05 ) 
3786 ( 2.974048e+05 , 5.137255e+05 ) 
3787 ( -2.481996e+05 , 8.974200e+05 ) 
3788 ( 6.451056e+05 , 3.028871e+05 ) 
3789 ( 8.008584e+05 , -2.558048e+05 ) 
3790 ( -3.943884e+04 , 1.292781e+06 ) 
3791 ( -5.362041e+05 , 1.793863e+05 ) 
3792 ( 3.434463e+04 , -5.568063e+05 ) 
3793 ( 1.389506e+06 , -1.236352e+06 ) 
3794 ( 7.054878e+05 , -1.691276e+05 ) 
3795 ( -1.255820e+06 , 1.131477e+06 ) 
3796 ( -6.137048e+05 , 3.031575e+05 ) 
3797 ( 5.330642e+05 , -1.835197e+06 ) 
3798 ( -4.265052e+05 , -4.451958e+05 ) 
3799 ( -7.963385e+05 , 1.986341e+06 ) 
3800 ( -3.844264e+05 , 2.417378e+05 ) 
3801 ( 4.316941e+05 , -1.284740e+06 ) 
3802 ( -5.443512e+05 , 6.480520e+05 ) 
3803 ( -1.117500e+06 , 1.942256e+05 ) 
3804 ( -2.257079e+05 , -1.255056e+06 ) 
3805 ( 8.411593e+05 , -2.200230e+06 ) 
3806 ( -3.856140e+05 , -4.445412e+05 ) 
3807 ( -1.078662e+06 , 6.635130e+05 ) 
3808 ( -2.239351e+05 , -6.796892e+05 ) 
3809 ( 8.022798e+05 , -1.765310e+06 ) 
3810 ( -2.302171e+05 , -1.068759e+06 ) 
3811 ( -9.009448e+05 , -5.376034e+05 ) 
3812 ( -1.656285e+04 , -1.372175e+06 ) 
3813 ( 7.291115e+05 , -1.470903e+06 ) 
3814 ( -2.229291e+05 , -9.185777e+05 ) 
3815 ( -1.371576e+06 , 1.955402e+04 ) 
3816 ( -2.284430e+03 , -3.181693e+05 ) 
3817 ( 1.339553e+06 , -1.063576e+06 ) 
3818 ( -1.301460e+04 , -1.089393e+06 ) 
3819 ( -4.823216e+05 , 6.828146e+05 ) 
3820 ( -4.769950e+05 , -1.513843e+06 ) 
3821 ( 2.762217e+05 , -2.184311e+06 ) 
3822 ( -8.366698e+04 , -4.806182e+05 ) 
3823 ( -1.000228e+06 , -6.526854e+05 ) 
3824 ( -1.203945e+06 , -1.458654e+06 ) 
3825 ( -3.888809e+05 , -1.453761e+06 ) 
3826 ( -8.940970e+05 , -1.702328e+06 ) 
3827 ( -1.327797e+06 , -1.390771e+06 ) 
3828 ( -1.125183e+06 , -2.809097e+06 ) 
3829 ( 5.119649e+05 , -1.538606e+06 ) 
3830 ( -1.073975e+06 , -1.683876e+06 ) 
3831 ( -2.069312e+06 , -4.100362e+05 ) 
3832 ( -1.391676e+06 , -6.166998e+05 ) 
3833 ( -7.185090e+05 , -2.216337e+06 ) 
3834 ( -1.696783e+06 , -2.802522e+06 ) 
3835 ( -8.879664e+05 , -2.789483e+05 ) 
3836 ( 7.549181e+04 , 1.528756e+06 ) 
3837 ( 5.744728e+05 , -3.403847e+06 ) 
3838 ( -1.056494e+05 , -3.389723e+06 ) 
3839 ( -1.172546e+06 , -1.258865e+06 ) 
3840 ( -2.918145e+05 , -5.323736e+05 ) 
3841 ( -7.700523e+05 , -1.663862e+06 ) 
3842 ( 2.025368e+06 , 2.979032e+05 ) 
3843 ( -2.879489e+06 , -2.709619e+05 ) 
3844 ( -1.952087e+06 , -2.584678e+06 ) 
3845 ( -1.034530e+06 , -2.234504e+06 ) 
3846 ( -2.939153e+06 , -1.388360e+06 ) 
3847 ( -6.075086e+05 , -8.676836e+05 ) 
3848 ( -6.514497e+05 , -2.117549e+06 ) 
3849 ( 5.174264e+05 , -2.915379e+06 ) 
3850 ( -9.824798e+05 , -2.774236e+06 ) 
3851 ( -2.430642e+06 , 5.036420e+04 ) 
3852 ( -9.890989e+05 , -1.857949e+06 ) 
3853 ( 7.738117e+05 , -2.453667e+06 ) 
3854 ( -1.067429e+06 , -1.744709e+06 ) 
3855 ( -1.211016e+06 , -1.060779e+06 ) 
3856 ( -7.558464e+05 , -2.487244e+06 ) 
3857 ( 7.984744e+05 , -2.805410e+06 ) 
3858 ( -6.871607e+05 , -2.234719e+06 ) 
3859 ( -1.089172e+06 , -3.814846e+05 ) 
3860 ( 2.494295e+06 , -4.941087e+05 ) 
3861 ( 2.247444e+05 , -1.262938e+06 ) 
3862 ( -8.630466e+05 , -2.019454e+06 ) 
3863 ( -1.265117e+06 , -2.599600e+05 ) 
3864 ( -1.518394e+06 , -1.208686e+06 ) 
3865 ( 1.177317e+06 , -1.205126e+05 ) 
3866 ( 2.062854e+06 , -1.535959e+05 ) 
3867 ( -1.012485e+06 , -2.338831e+06 ) 
3868 ( -1.092658e+06 , -2.204926e+06 ) 
3869 ( -1.860835e+05 , -1.562805e+06 ) 
3870 ( -1.512229e+06 , -2.041219e+06 ) 
3871 ( -1.277801e+05 , -4.043004e+05 ) 
3872 ( 1.088530e+06 , -5.504746e+05 ) 
3873 ( -9.718174e+05 , -6.173161e+05 ) 
3874 ( -1.064346e+06 , -1.503485e+06 ) 
3875 ( -1.194297e+05 , -1.259921e+06 ) 
3876 ( -4.132708e+05 , -2.052714e+06 ) 
3877 ( -1.216155e+06 , -9.734407e+05 ) 
3878 ( -6.244147e+05 , -8.368414e+05 ) 
3879 ( 2.775632e+05 , -2.047737e+06 ) 
3880 ( -1.290963e+05 , -2.554894e+06 ) 
3881 ( 8.116498e+04 , -1.658862e+06 ) 
3882 ( 1.175682e+05 , -2.424590e+06 ) 
3883 ( 7.592464e+04 , -1.555680e+06 ) 
3884 ( -3.435474e+05 , -1.693124e+06 ) 
3885 ( -7.751046e+05 , -1.835093e+06 ) 
3886 ( -2.996973e+05 , -2.442700e+06 ) 
3887 ( 8.065018e+05 , -1.434847e+06 ) 
3888 ( 6.612091e+04 , -9.626252e+05 ) 
3889 ( -8.183411e+05 , 1.277653e+05 ) 
3890 ( -7.011921e+04 , -1.155807e+06 ) 
3891 ( 6.695566e+05 , -2.694012e+06 ) 
3892 ( 5.174176e+05 , -2.567923e+06 ) 
3893 ( -1.019275e+05 , -8.768737e+05 ) 
3894 ( 3.407811e+05 , -1.519655e+06 ) 
3895 ( 4.372541e+05 , -2.366768e+06 ) 
3896 ( -1.030536e+05 , -1.395876e+06 ) 
3897 ( -4.672742e+05 , -5.761660e+05 ) 
3898 ( 4.898254e+05 , -2.442781e+06 ) 
3899 ( 8.893221e+05 , -2.237020e+06 ) 
3900 ( 5.210401e+05 , -1.140670e+06 ) 
3901 ( -5.110492e+05 , 3.795612e+05 ) 
3902 ( 9.668276e+04 , -1.097789e+06 ) 
3903 ( 6.726593e+05 , -1.698948e+06 ) 
3904 ( -6.863436e+05 , -5.134232e+05 ) 
3905 ( -9.127393e+05 , 1.290847e+04 ) 
3906 ( 4.931412e+05 , -1.075208e+06 ) 
3907 ( 4.268626e+05 , -1.006003e+06 ) 
3908 ( 6.470528e+03 , -3.345681e+05 ) 
3909 ( -1.257668e+06 , 2.201221e+05 ) 
3910 ( -7.538342e+05 , -3.023852e+05 ) 
3911 ( 1.317414e+06 , -1.014570e+06 ) 
3912 ( -2.981437e+05 , -7.849292e+05 ) 
3913 ( -8.419719e+05 , -2.365465e+05 ) 
3914 ( 4.623851e+05 , -4.549012e+05 ) 
3915 ( 9.774910e+04 , -2.119040e+06 ) 
3916 ( -2.808243e+05 , -7.005341e+05 ) 
3917 ( -1.412952e+06 , 3.892462e+05 ) 
3918 ( -6.203869e+05 , -9.614101e+05 ) 
3919 ( 5.596839e+05 , -3.891040e+05 ) 
3920 ( 1.206816e+06 , 1.119854e+06 ) 
3921 ( 9.730579e+05 , 6.108946e+05 ) 
3922 ( 5.054204e+05 , -9.797384e+04 ) 
3923 ( 1.727149e+06 , 6.176401e+04 ) 
3924 ( 1.342598e+06 , 6.851980e+05 ) 
3925 ( -5.321205e+05 , 2.890670e+05 ) 
3926 ( 1.377326e+06 , 1.218518e+06 ) 
3927 ( -1.613467e+06 , -2.181155e+06 ) 
3928 ( -4.480592e+05 , -2.511986e+06 ) 
3929 ( -1.074109e+05 , -1.025779e+06 ) 
3930 ( -9.932154e+05 , -1.187375e+06 ) 
3931 ( 1.821631e+05 , 2.134275e+06 ) 
3932 ( 3.604269e+05 , -1.696461e+06 ) 
3933 ( 9.666604e+05 , -1.015827e+06 ) 
3934 ( 8.627428e+05 , 3.396407e+05 ) 
3935 ( 3.874838e+05 , 1.454631e+06 ) 
3936 ( 1.438635e+06 , 5.512293e+05 ) 
3937 ( 1.221637e+06 , -1.470587e+06 ) 
3938 ( -4.923418e+05 , 4.469740e+05 ) 
3939 ( -2.169203e+06 , 2.847447e+06 ) 
3940 ( 7.211668e+05 , 1.360097e+06 ) 
3941 ( 2.055561e+06 , -1.820664e+06 ) 
3942 ( 1.350426e+06 , -4.122205e+05 ) 
3943 ( -1.552207e+06 , 6.481916e+05 ) 
3944 ( -1.060737e+05 , -3.924423e+04 ) 
3945 ( 1.906499e+06 , -1.583536e+06 ) 
3946 ( -9.438550e+04 , 6.460437e+05 ) 
3947 ( -5.864356e+05 , 1.501505e+06 ) 
3948 ( 1.461666e+06 , -1.277777e+05 ) 
3949 ( 2.081356e+05 , -3.997729e+05 ) 
3950 ( -8.223135e+05 , 5.344421e+05 ) 
3951 ( -1.938600e+06 , 1.177534e+06 ) 
3952 ( -8.667342e+05 , 7.676021e+05 ) 
3953 ( 8.581412e+05 , 3.217616e+05 ) 
3954 ( 2.140848e+04 , 4.330989e+05 ) 
3955 ( -1.074157e+06 , -5.716266e+04 ) 
3956 ( -4.849255e+05 , 4.242301e+05 ) 
3957 ( 9.716854e+05 , -2.983716e+05 ) 
3958 ( 1.007253e+06 , 5.972284e+05 ) 
3959 ( 1.415202e+05 , 6.316089e+05 ) 
3960 ( 4.149279e+05 , 4.970658e+05 ) 
3961 ( -1.216006e+05 , -6.960486e+04 ) 
3962 ( -2.848573e+05 , 1.546805e+05 ) 
3963 ( 2.188758e+05 , 3.732387e+05 ) 
3964 ( 7.125593e+05 , 5.382924e+05 ) 
3965 ( -3.891161e+05 , -1.851477e+05 ) 
3966 ( 4.207828e+05 , 8.028313e+05 ) 
3967 ( 2.013249e+05 , 1.598094e+05 ) 
3968 ( -3.869571e+05 , 8.781670e+04 ) 
3969 ( 7.284140e+05 , 3.018520e+04 ) 
3970 ( 1.779064e+05 , 1.017344e+06 ) 
3971 ( 1.073293e+05 , 1.649558e+06 ) 
3972 ( 6.458628e+05 , 1.281101e+06 ) 
3973 ( -1.541126e+05 , -9.836629e+05 ) 
3974 ( 1.168112e+05 , -3.556391e+05 ) 
3975 ( 1.536912e+05 , -9.854558e+04 ) 
3976 ( -4.905293e+04 , 3.118957e+05 ) 
3977 ( -4.806973e+05 , 7.550706e+05 ) 
3978 ( -3.923806e+05 , 9.818416e+05 ) 
3979 ( 4.016495e+05 , 4.698778e+04 ) 
3980 ( 6.092114e+04 , 7.587388e+04 ) 
3981 ( 1.263655e+04 , 2.025217e+05 ) 
3982 ( 1.629210e+05 , 8.792281e+04 ) 
3983 ( 2.825993e+04 , -2.451138e+05 ) 
3984 ( -3.867635e+05 , 8.149807e+05 ) 
3985 ( -3.259683e+05 , 5.545392e+05 ) 
3986 ( -6.124789e+05 , 1.070005e+06 ) 
3987 ( 8.985176e+04 , -9.302271e+04 ) 
3988 ( 9.085734e+04 , 2.216801e+05 ) 
3989 ( -4.588302e+05 , 1.052869e+06 ) 
3990 ( 1.907478e+05 , -7.933139e+04 ) 
3991 ( 2.135366e+05 , -6.105768e+05 ) 
3992 ( -6.404598e+05 , 1.039449e+06 ) 
3993 ( -6.115198e+05 , 1.433934e+05 ) 
3994 ( -3.458547e+05 , -1.565286e+05 ) 
3995 ( 6.378236e+05 , -1.174344e+06 ) 
3996 ( 2.661407e+05 , -4.647892e+05 ) 
3997 ( -6.894895e+05 , 1.953504e+05 ) 
3998 ( 8.568638e+05 , -5.026928e+05 ) 
3999 ( 9.041032e+05 , -3.899727e+05 ) 
4000 ( -3.076504e+05 , 1.939143e+04 ) 
