  Freq. No. =   1,  f = 8.7415e+03 (Hz),  k = (0.1832D+01, 0.0000D+00):
 Solution on the Boundary:
Elements: this line is just for fun 
1 ( 2.094650e+06 , 1.095560e+07 ) 
3505 ( 4.566369e+06 , -1.571306e+05 ) 
3506 ( 1.282284e+07 , -1.192596e+06 ) 
3507 ( 1.355295e+07 , -3.600789e+04 ) 
3508 ( 1.739910e+07 , 3.337886e+06 ) 
3509 ( -7.181797e+06 , 1.046725e+07 ) 
3510 ( 1.076881e+07 , -3.142258e+06 ) 
3511 ( -3.337166e+06 , 1.101599e+07 ) 
3512 ( 1.153087e+07 , -2.077195e+06 ) 
3513 ( -9.206721e+06 , -6.652982e+06 ) 
3514 ( 1.051400e+07 , -6.175712e+05 ) 
3515 ( 1.904475e+06 , -1.172353e+07 ) 
3516 ( 1.645444e+07 , -2.602391e+07 ) 
3517 ( 1.030793e+07 , -6.147257e+04 ) 
3518 ( 2.438810e+07 , -1.291253e+07 ) 
3519 ( 5.851912e+06 , 1.338094e+07 ) 
3520 ( 1.623381e+07 , -8.137577e+06 ) 
3521 ( 4.093739e+06 , -6.147656e+06 ) 
3522 ( 1.164685e+07 , -1.467734e+07 ) 
3523 ( 6.837386e+06 , 1.766158e+06 ) 
3524 ( -3.036870e+06 , -5.051820e+06 ) 
3525 ( -7.622247e+06 , -5.912508e+06 ) 
3526 ( 8.771797e+06 , -1.030621e+07 ) 
3527 ( -1.133887e+07 , -5.772350e+05 ) 
3528 ( 1.745569e+07 , -7.440301e+06 ) 
3529 ( 2.385322e+07 , -6.381066e+06 ) 
3530 ( 4.004236e+06 , 1.479746e+07 ) 
3531 ( -2.010200e+07 , -8.267144e+06 ) 
3532 ( -4.599169e+06 , -4.476740e+06 ) 
3533 ( 8.695708e+06 , -6.772560e+04 ) 
3534 ( -2.787778e+07 , 1.425150e+07 ) 
3535 ( 8.086020e+06 , -3.860480e+06 ) 
3536 ( 1.657072e+07 , -2.410620e+07 ) 
3537 ( -3.066663e+06 , -6.309254e+06 ) 
3538 ( 1.837129e+06 , 2.802357e+07 ) 
3539 ( -7.686075e+06 , 6.033840e+06 ) 
3540 ( -1.089964e+07 , 4.043969e+06 ) 
3541 ( 3.621308e+05 , 8.843856e+06 ) 
3542 ( -5.364188e+06 , 3.523871e+07 ) 
3543 ( 2.366759e+07 , -3.198400e+06 ) 
3544 ( 1.365663e+07 , 3.771309e+07 ) 
3545 ( -6.209720e+06 , -2.083550e+07 ) 
3546 ( -1.825757e+06 , 1.295969e+07 ) 
3547 ( 7.888460e+06 , -1.063579e+06 ) 
3548 ( -1.191802e+07 , 1.873074e+07 ) 
3549 ( -8.093206e+06 , 3.126019e+06 ) 
3550 ( 2.875350e+06 , 1.641145e+07 ) 
3551 ( 1.930378e+07 , 7.933728e+06 ) 
3552 ( 2.911457e+06 , 2.410491e+07 ) 
3553 ( -6.157551e+05 , -2.602584e+06 ) 
3554 ( -6.943700e+06 , 9.908271e+06 ) 
3555 ( -5.030756e+06 , -7.100919e+06 ) 
3556 ( -2.791030e+06 , 7.224203e+06 ) 
3557 ( -1.375078e+06 , -1.581330e+06 ) 
3558 ( -2.059346e+06 , 6.649457e+06 ) 
3559 ( 4.038657e+06 , 4.442361e+06 ) 
3560 ( -7.295870e+05 , 1.093072e+07 ) 
3561 ( -8.282246e+06 , 6.732828e+04 ) 
3562 ( -3.529834e+06 , -8.162952e+05 ) 
3563 ( 3.157194e+06 , -2.376975e+06 ) 
3564 ( -5.720465e+06 , 4.636194e+06 ) 
3565 ( 8.874625e+05 , -1.672405e+05 ) 
3566 ( -4.506485e+06 , -2.013054e+06 ) 
3567 ( -2.095987e+06 , -1.480326e+06 ) 
3568 ( -3.885895e+06 , -1.036927e+06 ) 
3569 ( 2.092687e+06 , 1.459071e+06 ) 
3570 ( -1.123292e+06 , -1.564804e+07 ) 
3571 ( -1.054135e+07 , -8.417201e+06 ) 
3572 ( -2.555065e+06 , -7.346898e+06 ) 
3573 ( 5.750395e+06 , 6.780280e+06 ) 
3574 ( -5.858898e+06 , -3.871023e+06 ) 
3575 ( -1.667801e+06 , -5.398358e+06 ) 
3576 ( 1.879613e+06 , -1.345339e+07 ) 
3577 ( -5.043940e+06 , 1.075669e+07 ) 
3578 ( -8.541874e+06 , -9.791314e+06 ) 
3579 ( -1.836721e+07 , -6.342321e+06 ) 
3580 ( -1.811283e+07 , -2.421886e+06 ) 
3581 ( 1.147095e+07 , 1.138212e+07 ) 
3582 ( -3.907431e+06 , -1.156427e+07 ) 
3583 ( 1.600758e+06 , -1.819372e+07 ) 
3584 ( 7.748779e+06 , -1.452228e+07 ) 
3585 ( -2.322764e+05 , 1.036690e+07 ) 
3586 ( 4.920107e+06 , -3.061981e+06 ) 
3587 ( -1.467671e+07 , 6.600366e+05 ) 
3588 ( -1.466661e+07 , -4.696717e+06 ) 
3589 ( -3.263858e+05 , 1.606169e+07 ) 
3590 ( -1.099802e+07 , 3.838065e+06 ) 
3591 ( 1.079942e+06 , -1.365009e+07 ) 
3592 ( 9.628782e+06 , -6.173559e+06 ) 
3593 ( 1.105646e+07 , 1.494722e+07 ) 
3594 ( -9.301107e+06 , 6.748419e+06 ) 
3595 ( -1.285473e+07 , -2.678895e+06 ) 
3596 ( -1.284311e+07 , 8.869395e+06 ) 
3597 ( -1.715881e+06 , 1.593900e+07 ) 
3598 ( -2.858979e+06 , 6.624322e+06 ) 
3599 ( -2.924672e+06 , 2.457374e+06 ) 
3600 ( -1.169728e+07 , 8.234783e+06 ) 
3601 ( -7.908734e+06 , 1.080300e+07 ) 
3602 ( -2.601287e+06 , 1.482737e+07 ) 
3603 ( 3.222275e+06 , 7.955176e+06 ) 
3604 ( -1.014785e+06 , 4.472938e+06 ) 
3605 ( -5.233813e+05 , 4.855904e+06 ) 
3606 ( 1.798739e+06 , 8.476499e+06 ) 
3607 ( 1.241921e+07 , 1.206591e+07 ) 
3608 ( 3.295307e+06 , 1.484876e+07 ) 
3609 ( -1.470092e+07 , 1.429457e+07 ) 
3610 ( 5.773449e+06 , 1.830056e+07 ) 
3611 ( 2.326395e+06 , 2.395234e+07 ) 
3612 ( -8.152825e+06 , 1.573797e+07 ) 
3613 ( -6.552179e+06 , -2.889487e+06 ) 
3614 ( -3.749954e+06 , 1.984360e+07 ) 
3615 ( 1.783779e+07 , 1.909352e+07 ) 
3616 ( 1.236197e+07 , 1.063562e+07 ) 
3617 ( -1.299173e+07 , 3.238585e+07 ) 
3618 ( -1.483281e+07 , 3.392223e+07 ) 
3619 ( 4.650955e+06 , 1.265634e+07 ) 
3620 ( -1.649061e+07 , 3.106289e+07 ) 
3621 ( -3.866430e+06 , 9.944860e+06 ) 
3622 ( 1.432850e+06 , 2.288436e+07 ) 
3623 ( 9.912441e+06 , 1.662521e+07 ) 
3624 ( -1.270691e+07 , 2.722082e+07 ) 
3625 ( 4.260646e+06 , 1.949777e+07 ) 
3626 ( 6.766377e+06 , 4.291920e+07 ) 
3627 ( 1.174620e+06 , 2.970612e+07 ) 
3628 ( 1.026284e+06 , 3.232544e+07 ) 
3629 ( 1.307243e+07 , 2.378102e+07 ) 
3630 ( 1.264761e+07 , 3.595127e+07 ) 
3631 ( 8.252067e+06 , 2.820767e+07 ) 
3632 ( -4.782331e+06 , 2.325751e+07 ) 
3633 ( 4.426836e+06 , -1.639116e+06 ) 
3634 ( 1.353383e+07 , 1.250708e+07 ) 
3635 ( 8.386046e+06 , 2.933745e+07 ) 
3636 ( 5.751698e+06 , 3.384065e+07 ) 
3637 ( 3.556537e+07 , 1.437948e+07 ) 
3638 ( 1.077685e+07 , -7.119431e+06 ) 
3639 ( 1.303785e+07 , 1.771383e+07 ) 
3640 ( -1.619318e+07 , 2.109103e+07 ) 
3641 ( -7.141092e+07 , -3.645444e+07 ) 
3642 ( -4.376723e+07 , -6.013891e+07 ) 
3643 ( 1.552059e+07 , -1.061109e+07 ) 
3644 ( -2.391104e+07 , -5.296544e+07 ) 
3645 ( 4.250565e+07 , -1.446905e+07 ) 
3646 ( 3.633169e+07 , 1.444736e+07 ) 
3647 ( -8.702829e+06 , -8.542646e+07 ) 
3648 ( 7.295248e+06 , -9.134465e+07 ) 
3649 ( -4.250353e+06 , -6.010796e+07 ) 
3650 ( -2.282055e+07 , -9.831241e+07 ) 
3651 ( -9.116144e+06 , -3.941539e+07 ) 
3652 ( -9.773870e+06 , -6.046035e+07 ) 
3653 ( -9.392165e+06 , -2.902520e+07 ) 
3654 ( 8.093457e+06 , -6.446917e+07 ) 
3655 ( -1.314809e+06 , -3.460236e+07 ) 
3656 ( -2.982364e+06 , -4.651056e+07 ) 
3657 ( -6.701555e+04 , -3.759295e+07 ) 
3658 ( -3.274572e+06 , -6.291787e+07 ) 
3659 ( -1.251712e+07 , -3.616102e+07 ) 
3660 ( 9.653805e+06 , -4.242695e+07 ) 
3661 ( -3.045182e+06 , -2.723999e+07 ) 
3662 ( -4.681248e+06 , -4.583275e+07 ) 
3663 ( -6.652120e+06 , -1.104592e+07 ) 
3664 ( -2.820739e+06 , -1.838148e+07 ) 
3665 ( 5.036281e+06 , -1.620853e+07 ) 
3666 ( 1.115697e+07 , -3.058752e+07 ) 
3667 ( 2.155126e+06 , -1.295139e+07 ) 
3668 ( 9.937411e+06 , -2.605986e+07 ) 
3669 ( -1.294718e+06 , -2.306688e+07 ) 
3670 ( 3.230374e+05 , -2.038734e+07 ) 
3671 ( 4.610159e+06 , -1.142371e+07 ) 
3672 ( 1.431119e+07 , -1.721903e+07 ) 
3673 ( -6.909052e+06 , -1.746548e+07 ) 
3674 ( 8.497022e+06 , -2.704030e+07 ) 
3675 ( -5.211489e+06 , 3.099257e+06 ) 
3676 ( 1.277877e+07 , -1.866081e+06 ) 
3677 ( 4.510812e+06 , -2.571677e+07 ) 
3678 ( 1.468226e+07 , -1.098985e+07 ) 
3679 ( 4.159360e+06 , 9.423782e+06 ) 
3680 ( 1.655587e+07 , -1.360107e+06 ) 
3681 ( 5.482136e+06 , -1.482839e+07 ) 
3682 ( 1.265965e+07 , 3.429424e+06 ) 
3683 ( 7.237433e+06 , 3.769540e+06 ) 
3684 ( 2.247196e+07 , 6.148213e+06 ) 
3685 ( 6.415211e+06 , -2.342557e+07 ) 
3686 ( 2.017372e+07 , -7.019726e+06 ) 
3687 ( 3.694879e+06 , 5.214682e+06 ) 
3688 ( 1.265545e+07 , 7.972145e+06 ) 
3689 ( -6.287328e+06 , -4.526122e+06 ) 
3690 ( 1.216758e+07 , 1.375270e+07 ) 
3691 ( -2.487931e+06 , 1.241528e+07 ) 
3692 ( 7.746282e+06 , 5.657191e+06 ) 
3693 ( 1.434776e+07 , -1.854574e+07 ) 
3694 ( 1.822723e+07 , 5.121403e+06 ) 
3695 ( 8.219166e+06 , -2.129845e+05 ) 
3696 ( 1.782633e+07 , 1.203705e+07 ) 
3697 ( 4.850023e+05 , 1.865057e+06 ) 
3698 ( 5.179251e+06 , 7.326388e+06 ) 
3699 ( -6.475553e+05 , 2.199685e+05 ) 
3700 ( 1.104423e+07 , 3.930099e+06 ) 
3701 ( -7.736477e+06 , -4.342751e+06 ) 
3702 ( 1.210091e+07 , 8.992675e+06 ) 
3703 ( 9.227424e+06 , 3.629301e+06 ) 
3704 ( 4.159259e+06 , -1.022782e+06 ) 
3705 ( 6.211627e+06 , -1.073534e+06 ) 
3706 ( 1.914714e+07 , 5.661063e+06 ) 
3707 ( -4.556357e+06 , 5.026942e+06 ) 
3708 ( -2.155699e+06 , -1.498365e+04 ) 
3709 ( -4.353230e+06 , -2.953388e+06 ) 
3710 ( -6.839480e+06 , -3.730302e+06 ) 
3711 ( -8.734867e+06 , 5.316091e+06 ) 
3712 ( -1.502086e+07 , -4.631325e+06 ) 
3713 ( -6.355451e+06 , -4.854185e+06 ) 
3714 ( -6.829198e+06 , -2.492579e+06 ) 
3715 ( -1.185279e+07 , 9.342442e+06 ) 
3716 ( -9.926196e+06 , -1.146939e+07 ) 
3717 ( 1.646820e+07 , -5.448078e+06 ) 
3718 ( -6.289889e+06 , -4.159617e+06 ) 
3719 ( -1.039690e+07 , 1.271537e+07 ) 
3720 ( -7.557012e+06 , 4.558047e+06 ) 
3721 ( -5.629452e+06 , 2.653124e+06 ) 
3722 ( -1.923568e+07 , -7.151719e+06 ) 
3723 ( 1.459016e+06 , -8.543798e+06 ) 
3724 ( -2.944814e+06 , -3.809436e+06 ) 
3725 ( -5.648253e+06 , 8.805090e+06 ) 
3726 ( 2.020309e+04 , -1.573172e+06 ) 
3727 ( -3.567882e+06 , 4.035095e+06 ) 
3728 ( -7.691216e+06 , -7.716860e+06 ) 
3729 ( -3.913885e+06 , 6.369329e+06 ) 
3730 ( -4.075181e+06 , 1.412859e+06 ) 
3731 ( -1.992366e+07 , -3.900828e+06 ) 
3732 ( -1.718806e+06 , -1.189731e+07 ) 
3733 ( 7.891716e+06 , 1.227353e+07 ) 
3734 ( -8.304916e+06 , -1.317052e+07 ) 
3735 ( -8.647643e+06 , -2.180936e+07 ) 
3736 ( -3.216165e+06 , -1.650234e+07 ) 
3737 ( 4.516525e+06 , -7.792053e+06 ) 
3738 ( -2.766671e+06 , 6.764656e+06 ) 
3739 ( -8.004261e+05 , -5.265810e+06 ) 
3740 ( -7.322396e+06 , 1.582228e+07 ) 
3741 ( -1.850227e+07 , 1.116316e+07 ) 
3742 ( 3.690537e+06 , -2.040310e+06 ) 
3743 ( 2.213841e+07 , -1.013260e+07 ) 
3744 ( 6.595566e+05 , -9.501022e+06 ) 
3745 ( -2.740383e+06 , 1.350382e+07 ) 
3746 ( -4.872605e+06 , 2.601030e+07 ) 
3747 ( 2.606989e+07 , 3.916972e+06 ) 
3748 ( -1.662432e+07 , 1.661571e+07 ) 
3749 ( -3.800519e+07 , 1.436034e+07 ) 
3750 ( 8.631691e+06 , 2.007555e+07 ) 
3751 ( 1.497718e+07 , 1.998459e+06 ) 
3752 ( -3.241184e+06 , -1.751130e+06 ) 
3753 ( -3.830677e+06 , -2.939464e+06 ) 
3754 ( -8.798605e+06 , 1.045459e+07 ) 
3755 ( 2.513600e+07 , -1.207981e+07 ) 
3756 ( 3.026816e+06 , 3.144323e+06 ) 
3757 ( -7.484721e+06 , -1.126814e+07 ) 
3758 ( 5.414246e+05 , -8.602782e+06 ) 
3759 ( 5.444764e+06 , 1.969312e+06 ) 
3760 ( -9.782958e+06 , 9.702379e+06 ) 
3761 ( -7.016109e+06 , 2.715151e+06 ) 
3762 ( -5.697258e+06 , 1.038697e+07 ) 
3763 ( 1.625869e+07 , -4.852198e+06 ) 
3764 ( 3.392209e+06 , -7.554459e+06 ) 
3765 ( -4.669744e+06 , -6.368296e+06 ) 
3766 ( -4.512910e+06 , 6.275926e+06 ) 
3767 ( 2.674865e+06 , -9.966525e+06 ) 
3768 ( -5.954404e+06 , 1.572699e+07 ) 
3769 ( 2.982802e+05 , 5.957126e+06 ) 
3770 ( 2.086650e+06 , -6.734893e+06 ) 
3771 ( -6.193068e+06 , 1.038348e+07 ) 
3772 ( 8.786156e+06 , 2.377699e+07 ) 
3773 ( 3.005487e+07 , -1.735883e+07 ) 
3774 ( 1.236034e+06 , 2.111221e+07 ) 
3775 ( -1.690809e+07 , -1.569244e+07 ) 
3776 ( -2.009333e+07 , 9.326806e+06 ) 
3777 ( 4.991846e+06 , 2.574768e+07 ) 
3778 ( -1.032206e+07 , 2.437747e+07 ) 
3779 ( -2.166141e+06 , -1.040129e+07 ) 
3780 ( -4.104866e+06 , 2.141906e+07 ) 
3781 ( 1.928624e+07 , 3.243970e+06 ) 
3782 ( -2.603931e+06 , 6.253782e+06 ) 
3783 ( -1.648503e+07 , -1.514587e+07 ) 
3784 ( -1.539549e+05 , 8.788693e+06 ) 
3785 ( 1.104664e+07 , 1.081924e+07 ) 
3786 ( -1.458201e+07 , 2.204143e+07 ) 
3787 ( -1.950876e+07 , -9.326865e+06 ) 
3788 ( -1.297271e+07 , 9.859493e+06 ) 
3789 ( 1.453234e+07 , 7.058478e+06 ) 
3790 ( 1.038602e+06 , 7.273820e+06 ) 
3791 ( 4.921238e+05 , -1.982582e+07 ) 
3792 ( -4.233031e+06 , 3.820978e+06 ) 
3793 ( 1.030794e+07 , 1.030190e+07 ) 
3794 ( -5.855321e+06 , 8.432249e+06 ) 
3795 ( -1.318109e+07 , -4.888020e+06 ) 
3796 ( 3.102561e+05 , 2.519203e+06 ) 
3797 ( 6.129222e+06 , 6.795355e+06 ) 
3798 ( -9.864893e+06 , 4.170618e+06 ) 
3799 ( -1.792408e+07 , -1.345578e+07 ) 
3800 ( -4.865290e+06 , -5.717403e+06 ) 
3801 ( 1.544389e+07 , -1.921965e+06 ) 
3802 ( 2.512467e+06 , -3.395103e+06 ) 
3803 ( -5.848841e+06 , -2.080324e+06 ) 
3804 ( -3.643383e+06 , 5.552671e+06 ) 
3805 ( 8.688038e+06 , 6.224617e+06 ) 
3806 ( -1.559435e+06 , 5.701700e+05 ) 
3807 ( -6.246589e+05 , 4.792554e+06 ) 
3808 ( 9.670094e+06 , 1.021635e+07 ) 
3809 ( 5.693853e+06 , -5.358446e+06 ) 
3810 ( -3.543970e+06 , 5.720224e+06 ) 
3811 ( 5.030100e+06 , 5.131895e+06 ) 
3812 ( 1.714916e+06 , 6.995491e+06 ) 
3813 ( -9.999334e+05 , -6.170549e+05 ) 
3814 ( 9.653802e+06 , 9.704533e+06 ) 
3815 ( 2.044032e+07 , 9.924069e+06 ) 
3816 ( -6.316472e+05 , 1.378521e+07 ) 
3817 ( -9.107467e+06 , -6.633708e+06 ) 
3818 ( 2.610781e+06 , 8.198556e+06 ) 
3819 ( 9.620425e+06 , 1.147054e+07 ) 
3820 ( 6.518215e+06 , 6.444645e+06 ) 
3821 ( 1.489241e+05 , 6.050710e+06 ) 
3822 ( 5.874055e+05 , 1.561669e+07 ) 
3823 ( -2.971172e+06 , 1.581069e+07 ) 
3824 ( 5.840058e+06 , 1.433698e+07 ) 
3825 ( -5.978426e+05 , -3.978853e+06 ) 
3826 ( -4.549561e+05 , 3.109251e+06 ) 
3827 ( 8.620672e+06 , 1.278258e+07 ) 
3828 ( 2.287148e+06 , 1.321213e+07 ) 
3829 ( 1.064035e+07 , 9.377859e+06 ) 
3830 ( 1.448357e+07 , 1.560692e+07 ) 
3831 ( 9.068422e+06 , 3.512935e+07 ) 
3832 ( 4.121046e+06 , 1.631223e+07 ) 
3833 ( 6.157444e+05 , -1.478637e+06 ) 
3834 ( -8.214859e+06 , 2.040410e+07 ) 
3835 ( 1.501317e+07 , 6.154457e+06 ) 
3836 ( 5.347677e+06 , 2.456665e+07 ) 
3837 ( -1.561956e+07 , 1.416736e+07 ) 
3838 ( -1.262815e+07 , -1.591543e+06 ) 
3839 ( -4.095750e+06 , 1.243434e+07 ) 
3840 ( -6.935992e+06 , 2.743563e+07 ) 
3841 ( -3.718012e+06 , 2.774336e+06 ) 
3842 ( -3.070715e+06 , -1.213193e+06 ) 
3843 ( -1.177751e+07 , 7.525238e+06 ) 
3844 ( 2.368906e+07 , 1.176020e+07 ) 
3845 ( 1.109792e+07 , 1.139151e+07 ) 
3846 ( 1.791686e+06 , 9.500984e+06 ) 
3847 ( 2.169474e+07 , 5.357588e+05 ) 
3848 ( 7.540241e+06 , 1.305304e+07 ) 
3849 ( -1.281218e+07 , 1.008183e+07 ) 
3850 ( 1.938960e+07 , 1.052421e+07 ) 
3851 ( 1.421623e+06 , -5.207318e+06 ) 
3852 ( 8.756893e+06 , 8.507894e+06 ) 
3853 ( -1.072083e+07 , 1.455978e+07 ) 
3854 ( -8.787899e+06 , 1.211634e+07 ) 
3855 ( 1.027039e+07 , -2.475750e+06 ) 
3856 ( 9.278411e+06 , -3.302824e+06 ) 
3857 ( -1.638467e+07 , 7.618440e+06 ) 
3858 ( -2.125778e+06 , 7.731468e+06 ) 
3859 ( -2.407039e+06 , -1.269670e+07 ) 
3860 ( -2.561557e+06 , -1.474973e+06 ) 
3861 ( -2.002325e+07 , -2.032447e+06 ) 
3862 ( -7.860678e+06 , -1.016990e+07 ) 
3863 ( 1.087893e+06 , 1.644623e+06 ) 
3864 ( 7.200979e+06 , -2.226551e+07 ) 
3865 ( 1.599933e+06 , 1.377024e+07 ) 
3866 ( 5.110170e+06 , 8.709832e+06 ) 
3867 ( -2.041089e+07 , -7.980842e+07 ) 
3868 ( -1.783385e+07 , -9.423292e+07 ) 
3869 ( 1.798735e+07 , -4.496841e+07 ) 
3870 ( -4.170783e+07 , -6.473884e+07 ) 
3871 ( 2.965039e+07 , -1.142863e+07 ) 
3872 ( 1.904579e+07 , -4.214436e+07 ) 
3873 ( -3.370496e+07 , -2.650852e+07 ) 
3874 ( -1.753885e+07 , -6.697852e+07 ) 
3875 ( -1.900511e+07 , -4.897985e+07 ) 
3876 ( -3.053686e+06 , -8.302426e+07 ) 
3877 ( -1.159230e+07 , -4.210987e+07 ) 
3878 ( -1.803414e+07 , -6.083177e+07 ) 
3879 ( -1.378498e+07 , -4.125277e+07 ) 
3880 ( -2.275129e+07 , -6.757916e+07 ) 
3881 ( -2.571476e+06 , -3.749346e+07 ) 
3882 ( 1.150806e+07 , -7.867532e+07 ) 
3883 ( -4.136624e+06 , -3.228453e+07 ) 
3884 ( -1.231720e+06 , -5.567612e+07 ) 
3885 ( -7.005436e+05 , -2.589587e+07 ) 
3886 ( -4.576083e+06 , -6.156240e+07 ) 
3887 ( -9.515573e+06 , -2.642842e+07 ) 
3888 ( -1.089223e+07 , -4.893381e+07 ) 
3889 ( -6.419047e+06 , -2.971075e+07 ) 
3890 ( 5.979724e+06 , -5.626903e+07 ) 
3891 ( -9.188777e+06 , -1.761765e+07 ) 
3892 ( -1.085292e+07 , -3.517847e+07 ) 
3893 ( 5.815292e+06 , -2.204322e+07 ) 
3894 ( 4.472473e+06 , -4.281148e+07 ) 
3895 ( -2.852486e+06 , -1.421717e+07 ) 
3896 ( -9.156439e+06 , -2.381587e+07 ) 
3897 ( 1.314323e+06 , -1.805243e+07 ) 
3898 ( -1.744531e+06 , -3.206371e+07 ) 
3899 ( -6.833848e+06 , -6.425944e+06 ) 
3900 ( -8.103207e+06 , -1.816035e+07 ) 
3901 ( -5.356343e+06 , -7.501420e+06 ) 
3902 ( -2.297683e+06 , -1.911429e+07 ) 
3903 ( 5.666900e+05 , -2.397434e+07 ) 
3904 ( 7.771169e+05 , -2.094332e+07 ) 
3905 ( 8.541613e+06 , -7.607350e+06 ) 
3906 ( 9.758171e+06 , -2.292511e+07 ) 
3907 ( -7.874590e+06 , -4.693230e+06 ) 
3908 ( 1.638507e+06 , 4.820490e+06 ) 
3909 ( -3.129187e+06 , 4.181404e+06 ) 
3910 ( 1.129127e+06 , -9.766104e+06 ) 
3911 ( -3.194923e+06 , -1.717148e+07 ) 
3912 ( 8.210933e+06 , -1.086653e+07 ) 
3913 ( 1.003986e+06 , 1.007170e+06 ) 
3914 ( 1.215890e+07 , -1.044659e+06 ) 
3915 ( 2.404484e+06 , 2.637796e+06 ) 
3916 ( 8.420852e+06 , 3.169075e+06 ) 
3917 ( -2.874433e+05 , 3.288669e+05 ) 
3918 ( 1.250658e+07 , -3.771713e+06 ) 
3919 ( 7.240866e+05 , -7.979862e+06 ) 
3920 ( 1.482098e+06 , -3.120303e+06 ) 
3921 ( 1.277553e+06 , -6.002613e+06 ) 
3922 ( 9.574282e+06 , -3.685106e+06 ) 
3923 ( -2.495448e+06 , 7.739722e+06 ) 
3924 ( -5.393812e+06 , 4.866303e+05 ) 
3925 ( -4.988461e+06 , -3.391899e+06 ) 
3926 ( -2.436170e+06 , 2.974513e+06 ) 
3927 ( -1.540746e+07 , 9.863128e+06 ) 
3928 ( -1.800982e+07 , -1.022075e+07 ) 
3929 ( 1.413664e+07 , 8.665152e+05 ) 
3930 ( 1.607822e+07 , -2.466018e+06 ) 
3931 ( -4.394378e+06 , -1.733653e+05 ) 
3932 ( -5.860987e+06 , -8.329422e+06 ) 
3933 ( 6.290437e+06 , -6.900913e+06 ) 
3934 ( 1.042265e+07 , 1.194863e+07 ) 
3935 ( -1.503135e+06 , 1.089190e+07 ) 
3936 ( 1.487432e+06 , 5.007487e+05 ) 
3937 ( -1.903473e+07 , -1.633042e+06 ) 
3938 ( 1.028764e+07 , 4.359515e+06 ) 
3939 ( 1.925783e+07 , 8.319333e+05 ) 
3940 ( 2.968705e+06 , -9.219087e+06 ) 
3941 ( -5.813681e+06 , 5.266618e+06 ) 
3942 ( 7.924388e+06 , -1.495344e+07 ) 
3943 ( 1.273711e+05 , 2.556412e+05 ) 
3944 ( 8.247326e+06 , 6.864330e+06 ) 
3945 ( -8.680697e+06 , -3.333549e+06 ) 
3946 ( 1.444400e+07 , -9.303152e+06 ) 
3947 ( 1.416282e+07 , -8.638241e+06 ) 
3948 ( 1.076875e+07 , -1.945334e+07 ) 
3949 ( -8.221350e+06 , 2.047125e+06 ) 
3950 ( 8.377161e+06 , -3.391001e+06 ) 
3951 ( -2.375332e+06 , 1.751502e+06 ) 
3952 ( 9.221591e+06 , -2.747661e+06 ) 
3953 ( -4.442807e+06 , 8.015107e+06 ) 
3954 ( -2.069555e+06 , -3.598673e+06 ) 
3955 ( 1.121455e+07 , -2.571024e+07 ) 
3956 ( 1.050280e+07 , -1.188217e+07 ) 
3957 ( 2.823107e+07 , 1.253521e+07 ) 
3958 ( 5.376983e+06 , 1.410829e+07 ) 
3959 ( -6.829156e+06 , -7.008310e+06 ) 
3960 ( 1.920338e+05 , 1.199152e+07 ) 
3961 ( 1.795994e+06 , 5.385839e+06 ) 
3962 ( 9.345494e+06 , 5.645470e+06 ) 
3963 ( -7.963088e+06 , -1.572859e+07 ) 
3964 ( -3.079285e+06 , 6.993224e+06 ) 
3965 ( 1.773331e+07 , 8.808271e+06 ) 
3966 ( -8.246582e+06 , 1.246373e+07 ) 
3967 ( -1.405715e+07 , -2.197829e+07 ) 
3968 ( 1.113620e+07 , 6.485928e+06 ) 
3969 ( 2.007516e+07 , 1.338924e+07 ) 
3970 ( 4.283789e+06 , 7.086222e+06 ) 
3971 ( 8.065780e+03 , -2.050093e+07 ) 
3972 ( -2.527683e+06 , 1.447423e+07 ) 
3973 ( 8.659576e+06 , 1.735439e+07 ) 
3974 ( -4.351415e+06 , 1.751566e+07 ) 
3975 ( -1.261279e+07 , -1.862624e+07 ) 
3976 ( -4.578803e+06 , 7.681206e+06 ) 
3977 ( 3.729931e+06 , 1.173556e+07 ) 
3978 ( -3.670713e+06 , 8.820804e+06 ) 
3979 ( 8.618615e+05 , -1.495606e+07 ) 
3980 ( -6.784425e+05 , 1.661690e+07 ) 
3981 ( 1.474514e+07 , 9.388915e+06 ) 
3982 ( -2.380599e+06 , 1.439155e+07 ) 
3983 ( -3.738650e+06 , -7.616867e+06 ) 
3984 ( -4.917085e+05 , 9.188336e+06 ) 
3985 ( 1.226612e+07 , 5.304665e+06 ) 
3986 ( 4.055491e+06 , 7.220587e+06 ) 
3987 ( -1.684129e+07 , -7.788015e+06 ) 
3988 ( -5.365378e+06 , 1.252572e+07 ) 
3989 ( 4.788361e+06 , 8.387545e+06 ) 
3990 ( -1.185591e+06 , 5.163466e+06 ) 
3991 ( 1.987899e+06 , -2.485639e+06 ) 
3992 ( 6.512681e+06 , 8.895711e+06 ) 
3993 ( -7.844637e+05 , 8.952659e+06 ) 
3994 ( -1.160081e+07 , 1.208421e+07 ) 
3995 ( -7.034688e+06 , -2.400520e+06 ) 
3996 ( -5.984398e+06 , 3.745707e+06 ) 
3997 ( -3.785652e+06 , -3.355094e+06 ) 
3998 ( 4.819142e+06 , -1.391111e+07 ) 
3999 ( 1.314870e+07 , -3.295789e+06 ) 
4000 ( -4.650526e+06 , 4.952925e+06 ) 
