  Freq. No. =   1,  f = 6.0418e+03 (Hz),  k = (0.1832D+01, 0.0000D+00):
 Solution on the Boundary:
Elements: this line is just for fun 
1 ( 3.678731e+06 , -4.713562e+06 ) 
3505 ( -1.131597e+06 , -2.605890e+05 ) 
3506 ( -1.570944e+06 , -1.158293e+06 ) 
3507 ( 7.759857e+05 , -2.316820e+06 ) 
3508 ( -3.596623e+05 , -1.628703e+06 ) 
3509 ( -3.688559e+05 , -2.089723e+05 ) 
3510 ( 1.960666e+05 , -1.940352e+06 ) 
3511 ( 2.303552e+05 , -4.716142e+05 ) 
3512 ( -7.834101e+05 , -1.464763e+05 ) 
3513 ( -1.866303e+06 , 9.440823e+05 ) 
3514 ( -8.438860e+05 , -8.810563e+05 ) 
3515 ( 9.381738e+05 , -1.773412e+06 ) 
3516 ( -9.363774e+05 , -2.145324e+06 ) 
3517 ( -9.082024e+05 , -1.537860e+05 ) 
3518 ( -2.977586e+05 , -7.304000e+05 ) 
3519 ( -3.186806e+05 , -1.020380e+06 ) 
3520 ( -1.181625e+06 , 9.318563e+05 ) 
3521 ( -2.549078e+06 , 5.327199e+05 ) 
3522 ( -1.576601e+06 , -1.792981e+06 ) 
3523 ( 4.562442e+06 , -2.440110e+05 ) 
3524 ( 1.439061e+06 , 7.917822e+05 ) 
3525 ( -1.772336e+06 , 2.953173e+06 ) 
3526 ( 1.379035e+05 , 1.892655e+06 ) 
3527 ( -9.859797e+05 , 4.146933e+05 ) 
3528 ( 2.694920e+05 , -1.549897e+05 ) 
3529 ( -5.110846e+05 , -4.344500e+06 ) 
3530 ( 1.906407e+06 , -9.015842e+05 ) 
3531 ( 1.181115e+06 , 1.404665e+06 ) 
3532 ( 1.428466e+06 , -4.348897e+05 ) 
3533 ( -2.176494e+06 , 5.493809e+05 ) 
3534 ( -2.197683e+05 , 3.600396e+06 ) 
3535 ( -1.107768e+06 , 8.568379e+04 ) 
3536 ( -1.387966e+06 , -2.580996e+06 ) 
3537 ( 5.368709e+04 , -9.464136e+05 ) 
3538 ( 8.388081e+05 , 1.546131e+06 ) 
3539 ( 1.532815e+06 , 4.282550e+06 ) 
3540 ( 2.132130e+04 , 1.578211e+06 ) 
3541 ( 1.983176e+06 , -1.561760e+06 ) 
3542 ( 2.264786e+06 , 5.868023e+05 ) 
3543 ( -4.132420e+05 , 1.058456e+06 ) 
3544 ( 1.117295e+06 , 7.703182e+05 ) 
3545 ( 1.566548e+06 , 5.731500e+05 ) 
3546 ( 2.172068e+06 , 1.649871e+06 ) 
3547 ( 1.426239e+06 , 1.470343e+06 ) 
3548 ( 2.603895e+06 , 1.293090e+06 ) 
3549 ( 1.938609e+06 , -1.271735e+06 ) 
3550 ( 1.111626e+06 , 1.549111e+05 ) 
3551 ( -5.293596e+05 , 5.994898e+05 ) 
3552 ( 1.748393e+06 , 9.041429e+05 ) 
3553 ( 1.029636e+06 , -3.253564e+05 ) 
3554 ( 9.655902e+05 , 2.786460e+06 ) 
3555 ( -3.710395e+05 , 2.732916e+06 ) 
3556 ( 8.586295e+05 , 9.515588e+05 ) 
3557 ( 1.474627e+06 , -2.235567e+05 ) 
3558 ( 2.619998e+06 , 8.039010e+05 ) 
3559 ( 1.074429e+06 , 1.818748e+06 ) 
3560 ( 1.508741e+06 , 2.599970e+06 ) 
3561 ( 1.969807e+06 , -5.980536e+05 ) 
3562 ( 1.406368e+06 , 1.812691e+06 ) 
3563 ( 6.088397e+04 , 1.043278e+06 ) 
3564 ( 2.518407e+06 , 4.993822e+05 ) 
3565 ( 1.422723e+06 , 8.941931e+05 ) 
3566 ( 1.860381e+06 , 2.800241e+06 ) 
3567 ( -2.687330e+05 , 2.194402e+06 ) 
3568 ( 1.172478e+06 , 2.532306e+06 ) 
3569 ( 1.242285e+06 , 7.187360e+05 ) 
3570 ( 1.304792e+06 , 2.815395e+06 ) 
3571 ( 8.399102e+05 , 2.111527e+06 ) 
3572 ( 2.054621e+06 , 2.735492e+06 ) 
3573 ( 7.730018e+05 , 7.119919e+04 ) 
3574 ( 1.408768e+06 , 1.420645e+06 ) 
3575 ( -3.386972e+05 , 2.088702e+06 ) 
3576 ( 9.081737e+05 , 2.594022e+06 ) 
3577 ( 1.718797e+06 , -1.883632e+05 ) 
3578 ( 1.949779e+06 , 1.962592e+06 ) 
3579 ( 4.646255e+05 , 1.168129e+06 ) 
3580 ( 1.886135e+06 , 1.098293e+06 ) 
3581 ( 9.852202e+05 , 1.191139e+06 ) 
3582 ( 1.604473e+06 , 3.007472e+06 ) 
3583 ( 1.671447e+05 , 2.376910e+06 ) 
3584 ( 1.652512e+06 , 2.648329e+06 ) 
3585 ( 1.471266e+06 , 1.140897e+06 ) 
3586 ( 1.405864e+06 , 2.873898e+06 ) 
3587 ( 3.973042e+05 , 1.641984e+06 ) 
3588 ( 1.721612e+06 , 2.823946e+06 ) 
3589 ( 7.307154e+05 , 1.536977e+06 ) 
3590 ( 1.146225e+06 , 2.654681e+06 ) 
3591 ( -9.073417e+04 , 2.071354e+06 ) 
3592 ( 1.063426e+06 , 3.036690e+06 ) 
3593 ( 1.496245e+06 , 8.912514e+05 ) 
3594 ( 1.557758e+06 , 1.892213e+06 ) 
3595 ( 4.706134e+05 , 8.434545e+05 ) 
3596 ( 1.449282e+06 , 2.185998e+06 ) 
3597 ( 6.860808e+05 , 1.267871e+06 ) 
3598 ( 1.379186e+06 , 2.200485e+06 ) 
3599 ( 4.660425e+05 , 1.651494e+06 ) 
3600 ( 1.309162e+06 , 2.137641e+06 ) 
3601 ( 7.786216e+05 , 2.513497e+05 ) 
3602 ( 1.826779e+06 , 1.187123e+06 ) 
3603 ( 1.655658e+06 , 1.086129e+06 ) 
3604 ( 1.696021e+06 , 1.783468e+06 ) 
3605 ( 2.207611e+05 , 1.293207e+06 ) 
3606 ( 7.108088e+05 , 2.445632e+06 ) 
3607 ( 8.784814e+05 , 1.150993e+06 ) 
3608 ( 1.404682e+06 , 1.461619e+06 ) 
3609 ( 2.987116e+05 , 1.700747e+06 ) 
3610 ( 6.418273e+05 , 1.798266e+06 ) 
3611 ( 8.033836e+05 , 1.157701e+06 ) 
3612 ( 6.659623e+05 , 2.538135e+06 ) 
3613 ( -9.089711e+05 , 1.830340e+06 ) 
3614 ( 3.522866e+05 , 1.577025e+06 ) 
3615 ( 1.069598e+06 , -1.535905e+05 ) 
3616 ( 4.011044e+05 , 1.469048e+06 ) 
3617 ( 2.700402e+05 , 1.394555e+06 ) 
3618 ( 1.632422e+06 , 1.754882e+06 ) 
3619 ( 1.463694e+06 , 1.025876e+06 ) 
3620 ( 7.527732e+05 , 1.776705e+06 ) 
3621 ( -1.014856e+06 , 1.342096e+06 ) 
3622 ( 1.507863e+05 , 9.840003e+05 ) 
3623 ( 2.087091e+06 , 4.824864e+05 ) 
3624 ( 1.486174e+06 , 1.534755e+06 ) 
3625 ( -2.132269e+06 , 2.399146e+06 ) 
3626 ( -1.001286e+06 , 5.994591e+05 ) 
3627 ( 7.625180e+05 , -1.134678e+06 ) 
3628 ( -5.785402e+05 , 7.368570e+05 ) 
3629 ( -6.506231e+05 , 9.692641e+05 ) 
3630 ( -6.238832e+05 , 5.598202e+05 ) 
3631 ( 2.076171e+05 , 3.442808e+05 ) 
3632 ( -2.660423e+05 , 5.051490e+05 ) 
3633 ( 6.768988e+05 , 1.973502e+06 ) 
3634 ( 9.370710e+05 , 8.599276e+05 ) 
3635 ( -1.866854e+06 , -3.279188e+05 ) 
3636 ( -8.339834e+05 , 7.710079e+05 ) 
3637 ( 5.928749e+05 , 4.588874e+06 ) 
3638 ( 1.870647e+05 , 2.289072e+06 ) 
3639 ( 1.823271e+06 , 4.566151e+06 ) 
3640 ( 6.243228e+06 , 5.606472e+06 ) 
3641 ( -2.145700e+06 , -9.035780e+05 ) 
3642 ( -5.447445e+06 , -2.520456e+06 ) 
3643 ( 5.973143e+06 , 4.371464e+06 ) 
3644 ( -1.590924e+06 , 1.284002e+06 ) 
3645 ( 1.471994e+04 , 1.542144e+04 ) 
3646 ( 3.676156e+06 , 3.437883e+06 ) 
3647 ( -3.026993e+06 , 8.928283e+04 ) 
3648 ( -2.093663e+06 , -2.266866e+06 ) 
3649 ( -1.426592e+06 , -2.273682e+06 ) 
3650 ( -3.530581e+06 , -3.150818e+05 ) 
3651 ( -6.371670e+05 , -3.487492e+05 ) 
3652 ( -1.351839e+06 , -1.881655e+06 ) 
3653 ( 5.624328e+05 , -2.573595e+06 ) 
3654 ( -9.580030e+05 , -2.413949e+06 ) 
3655 ( -2.553954e+06 , -3.241899e+05 ) 
3656 ( -1.539567e+06 , -1.429155e+06 ) 
3657 ( -1.301129e+05 , -1.507071e+06 ) 
3658 ( -1.945215e+06 , -1.629240e+06 ) 
3659 ( -1.431459e+06 , 1.021469e+06 ) 
3660 ( -4.241455e+05 , -2.023383e+06 ) 
3661 ( 1.672404e+06 , -3.235008e+06 ) 
3662 ( -7.052536e+05 , -1.478160e+06 ) 
3663 ( -1.089287e+06 , -1.425309e+05 ) 
3664 ( -1.975467e+06 , -2.310752e+06 ) 
3665 ( -9.164184e+05 , -3.254660e+06 ) 
3666 ( -9.261603e+05 , -2.382273e+06 ) 
3667 ( -2.429060e+06 , -2.210631e+05 ) 
3668 ( -2.264720e+06 , -1.328972e+06 ) 
3669 ( 1.588534e+05 , -1.052344e+06 ) 
3670 ( -2.090584e+06 , -1.807748e+06 ) 
3671 ( -2.448362e+06 , -4.623976e+05 ) 
3672 ( -1.761962e+06 , -3.675616e+06 ) 
3673 ( -8.532085e+04 , -2.976192e+06 ) 
3674 ( -2.222157e+06 , -1.899908e+06 ) 
3675 ( -1.054882e+06 , -8.502348e+05 ) 
3676 ( -1.301437e+06 , -2.820155e+06 ) 
3677 ( -1.973148e+05 , -3.608644e+06 ) 
3678 ( -1.324087e+06 , -3.951186e+06 ) 
3679 ( -2.345133e+06 , 1.961359e+05 ) 
3680 ( -2.385762e+06 , -1.896179e+06 ) 
3681 ( -3.631091e+05 , -2.209479e+06 ) 
3682 ( -1.650960e+06 , -2.151856e+06 ) 
3683 ( -2.139851e+06 , -4.848283e+05 ) 
3684 ( -2.260517e+06 , -1.898253e+06 ) 
3685 ( -5.159017e+05 , -1.872154e+06 ) 
3686 ( -2.373379e+06 , -2.016161e+06 ) 
3687 ( -2.176703e+06 , -1.194651e+05 ) 
3688 ( -2.147530e+06 , -2.784792e+06 ) 
3689 ( -5.136925e+05 , -2.152671e+06 ) 
3690 ( -2.211490e+06 , -1.913994e+06 ) 
3691 ( -1.698256e+06 , -1.221841e+06 ) 
3692 ( -1.549700e+06 , -2.913066e+06 ) 
3693 ( -2.625550e+05 , -2.822486e+06 ) 
3694 ( -1.892718e+06 , -3.253516e+06 ) 
3695 ( -1.883760e+06 , -2.942195e+05 ) 
3696 ( -1.727000e+06 , -1.915266e+06 ) 
3697 ( -5.701998e+04 , -1.286087e+06 ) 
3698 ( -1.512055e+06 , -2.302304e+06 ) 
3699 ( -1.521145e+06 , -1.314648e+06 ) 
3700 ( -1.411694e+06 , -2.599980e+06 ) 
3701 ( -2.746747e+05 , -1.830421e+06 ) 
3702 ( -1.655773e+06 , -2.279219e+06 ) 
3703 ( -1.288491e+06 , -1.609764e+05 ) 
3704 ( -1.289854e+06 , -1.026965e+06 ) 
3705 ( 7.880773e+03 , -1.183774e+06 ) 
3706 ( -1.283856e+06 , -2.144069e+06 ) 
3707 ( -2.393367e+05 , -1.965137e+05 ) 
3708 ( -9.269012e+05 , -1.618615e+06 ) 
3709 ( -8.380514e+05 , -1.063101e+06 ) 
3710 ( -1.181627e+06 , -9.623429e+05 ) 
3711 ( -4.891810e+05 , -5.669022e+05 ) 
3712 ( -8.789043e+05 , -1.468041e+06 ) 
3713 ( -3.649250e+05 , -1.318883e+06 ) 
3714 ( -8.153693e+05 , -1.802377e+06 ) 
3715 ( -2.248730e+05 , -5.138063e+05 ) 
3716 ( -1.835909e+05 , -1.524589e+06 ) 
3717 ( -3.707395e+05 , -6.661139e+05 ) 
3718 ( -7.559793e+05 , -1.290183e+06 ) 
3719 ( 4.168923e+05 , -1.644907e+06 ) 
3720 ( -3.447445e+05 , -1.612454e+06 ) 
3721 ( -1.242865e+05 , -4.465800e+05 ) 
3722 ( 9.376632e+04 , -1.746696e+06 ) 
3723 ( -1.729020e+05 , -2.286019e+05 ) 
3724 ( -1.403348e+06 , -5.038089e+05 ) 
3725 ( -1.459612e+06 , -2.814639e+05 ) 
3726 ( -8.589747e+05 , -1.228292e+06 ) 
3727 ( 9.532672e+05 , -2.889564e+05 ) 
3728 ( 1.515901e+05 , -6.098444e+05 ) 
3729 ( -1.345992e+06 , -1.107868e+05 ) 
3730 ( -1.040298e+06 , -4.060711e+05 ) 
3731 ( 1.005461e+06 , -1.573841e+06 ) 
3732 ( 5.725346e+05 , -4.097011e+05 ) 
3733 ( -2.324380e+05 , 9.157877e+05 ) 
3734 ( 5.767868e+05 , -6.676892e+05 ) 
3735 ( 2.000523e+05 , 1.005074e+06 ) 
3736 ( 5.452616e+05 , -8.330078e+05 ) 
3737 ( -9.439666e+04 , 9.136541e+04 ) 
3738 ( -9.893156e+05 , 6.592673e+05 ) 
3739 ( 7.418987e+05 , 4.719016e+05 ) 
3740 ( 3.595661e+04 , -2.401539e+06 ) 
3741 ( -5.352585e+05 , -6.673097e+05 ) 
3742 ( 2.160100e+05 , -3.600158e+04 ) 
3743 ( 6.617683e+05 , 6.416137e+05 ) 
3744 ( 4.687732e+05 , -1.966437e+05 ) 
3745 ( 1.090825e+06 , -8.596888e+05 ) 
3746 ( -1.073043e+06 , -6.264889e+05 ) 
3747 ( 1.384895e+06 , -1.258010e+06 ) 
3748 ( 2.461932e+06 , 7.883101e+05 ) 
3749 ( 1.432100e+06 , 2.350197e+06 ) 
3750 ( 2.126277e+06 , 6.628615e+04 ) 
3751 ( 1.933581e+06 , -1.259254e+06 ) 
3752 ( 4.118250e+05 , 9.179421e+05 ) 
3753 ( -8.167313e+05 , 1.163782e+06 ) 
3754 ( 1.997681e+06 , 5.165451e+05 ) 
3755 ( 1.566552e+06 , -9.309847e+04 ) 
3756 ( 1.692006e+06 , 1.230842e+06 ) 
3757 ( -6.520469e+05 , 2.415482e+06 ) 
3758 ( 3.279393e+05 , 1.489736e+06 ) 
3759 ( 2.762646e+06 , -2.555413e+06 ) 
3760 ( -2.291141e+04 , -4.037108e+05 ) 
3761 ( -1.133350e+06 , 1.451351e+06 ) 
3762 ( 1.908857e+06 , 3.361965e+05 ) 
3763 ( -9.750105e+04 , -1.560062e+06 ) 
3764 ( 3.804230e+05 , 2.084517e+06 ) 
3765 ( -1.404965e+06 , 3.591771e+06 ) 
3766 ( -9.112785e+05 , 3.491745e+05 ) 
3767 ( 2.911489e+06 , 4.209646e+05 ) 
3768 ( 3.390010e+06 , 8.029620e+05 ) 
3769 ( 1.250548e+06 , 4.841049e+05 ) 
3770 ( 1.940078e+06 , 2.036969e+06 ) 
3771 ( 1.913821e+06 , -9.402692e+05 ) 
3772 ( 8.971577e+04 , 2.202105e+06 ) 
3773 ( -8.558127e+05 , 1.689947e+06 ) 
3774 ( 2.649746e+06 , 7.094878e+05 ) 
3775 ( 8.181045e+05 , -7.019735e+05 ) 
3776 ( 6.678890e+05 , 2.604310e+06 ) 
3777 ( -3.047408e+05 , 5.060719e+06 ) 
3778 ( -2.818359e+05 , 2.925812e+06 ) 
3779 ( 1.585052e+06 , -6.386839e+05 ) 
3780 ( 1.358001e+06 , 1.090140e+06 ) 
3781 ( -5.873495e+05 , 1.642678e+06 ) 
3782 ( 1.013624e+06 , 1.868406e+06 ) 
3783 ( 1.840033e+06 , -1.299125e+05 ) 
3784 ( 1.979102e+06 , 1.914926e+06 ) 
3785 ( -5.041215e+04 , 1.828363e+06 ) 
3786 ( 1.543489e+06 , 1.286222e+06 ) 
3787 ( 1.662584e+06 , -9.264443e+04 ) 
3788 ( 9.809960e+05 , 1.949291e+06 ) 
3789 ( -2.704157e+05 , 2.082239e+06 ) 
3790 ( 1.883502e+06 , 1.998315e+06 ) 
3791 ( 1.381560e+06 , -2.015910e+05 ) 
3792 ( 1.189018e+06 , 2.456424e+06 ) 
3793 ( -1.147391e+06 , 2.590942e+06 ) 
3794 ( 6.512973e+05 , 2.064498e+06 ) 
3795 ( 1.830217e+06 , 8.475908e+05 ) 
3796 ( 1.308051e+06 , 2.239911e+06 ) 
3797 ( 1.968098e+05 , 1.746819e+06 ) 
3798 ( 1.565958e+06 , 2.496732e+06 ) 
3799 ( 1.326986e+06 , 4.210399e+05 ) 
3800 ( 1.169711e+06 , 2.205502e+06 ) 
3801 ( -9.084196e+05 , 1.930004e+06 ) 
3802 ( 9.042933e+05 , 2.160224e+06 ) 
3803 ( 1.847353e+06 , 4.402444e+05 ) 
3804 ( 1.503942e+06 , 1.508117e+06 ) 
3805 ( 5.164231e+05 , 1.723938e+06 ) 
3806 ( 1.615965e+06 , 2.111723e+06 ) 
3807 ( 3.226115e+05 , 1.679818e+05 ) 
3808 ( 3.513686e+05 , 1.411374e+06 ) 
3809 ( -3.258923e+05 , 1.051887e+06 ) 
3810 ( 8.434990e+05 , 1.263057e+06 ) 
3811 ( 9.835227e+05 , 2.671304e+05 ) 
3812 ( 1.446222e+06 , 1.649059e+06 ) 
3813 ( 8.833227e+05 , 1.885112e+06 ) 
3814 ( 7.676400e+05 , 1.627694e+06 ) 
3815 ( 4.882429e+05 , 7.110046e+05 ) 
3816 ( 1.167195e+05 , 1.590531e+06 ) 
3817 ( 1.262063e+05 , 8.082950e+05 ) 
3818 ( 1.069540e+06 , 1.506356e+06 ) 
3819 ( 5.088754e+05 , 1.340634e+06 ) 
3820 ( 9.385897e+05 , 2.124868e+06 ) 
3821 ( 2.388484e+05 , 1.171992e+06 ) 
3822 ( 1.187746e+05 , 1.855722e+06 ) 
3823 ( -9.321330e+03 , 7.908215e+05 ) 
3824 ( 8.859782e+05 , 8.941599e+05 ) 
3825 ( 1.250856e+06 , 1.076259e+06 ) 
3826 ( 1.098193e+06 , 1.887897e+06 ) 
3827 ( -5.375691e+05 , 3.189652e+05 ) 
3828 ( 1.393830e+05 , 5.661263e+05 ) 
3829 ( 1.202697e+06 , -8.729133e+04 ) 
3830 ( 6.661799e+05 , 4.726478e+05 ) 
3831 ( -4.816973e+05 , 1.822612e+06 ) 
3832 ( -6.785754e+05 , 1.874303e+06 ) 
3833 ( -5.603068e+05 , 7.528509e+05 ) 
3834 ( -3.753864e+05 , 1.091169e+06 ) 
3835 ( 1.253396e+06 , -1.128758e+05 ) 
3836 ( -1.248596e+06 , -2.359326e+06 ) 
3837 ( 5.550067e+05 , 6.814353e+05 ) 
3838 ( 4.856111e+05 , 6.311903e+05 ) 
3839 ( 8.999769e+05 , 1.050971e+06 ) 
3840 ( 1.737829e+06 , 3.741273e+05 ) 
3841 ( 3.650452e+05 , 5.368404e+05 ) 
3842 ( 1.117378e+06 , 2.447312e+06 ) 
3843 ( -2.110466e+05 , 2.506992e+06 ) 
3844 ( -2.046733e+06 , 7.925489e+05 ) 
3845 ( -1.893649e+06 , 1.366009e+06 ) 
3846 ( -1.207061e+06 , 1.885173e+06 ) 
3847 ( -1.716620e+06 , 3.378401e+05 ) 
3848 ( -8.553496e+05 , -7.496941e+05 ) 
3849 ( -1.074906e+05 , -1.393988e+06 ) 
3850 ( -1.923067e+06 , -3.765286e+05 ) 
3851 ( -8.511920e+05 , 1.625161e+06 ) 
3852 ( 8.047168e+02 , 1.299735e+05 ) 
3853 ( 1.408009e+06 , -4.323251e+05 ) 
3854 ( -3.222197e+05 , -1.444451e+05 ) 
3855 ( -1.772069e+06 , 1.647992e+06 ) 
3856 ( -8.909392e+05 , 1.369190e+06 ) 
3857 ( 2.632183e+05 , -1.183173e+06 ) 
3858 ( -5.339239e+05 , -2.225159e+04 ) 
3859 ( -1.857558e+04 , 3.780117e+06 ) 
3860 ( 4.699826e+06 , 6.815904e+05 ) 
3861 ( 3.148710e+06 , 7.154082e+05 ) 
3862 ( 1.405998e+05 , 2.379054e+06 ) 
3863 ( -1.306925e+06 , -2.206773e+06 ) 
3864 ( -7.593247e+06 , -5.800437e+06 ) 
3865 ( -4.098719e+06 , -5.325645e+06 ) 
3866 ( -1.772458e+06 , -2.158424e+06 ) 
3867 ( -2.397001e+06 , 6.935559e+04 ) 
3868 ( -1.338152e+06 , 8.428351e+05 ) 
3869 ( 6.924218e+06 , -2.157979e+06 ) 
3870 ( -1.755247e+06 , -4.591176e+06 ) 
3871 ( 2.889957e+06 , 4.239560e+06 ) 
3872 ( 3.203105e+05 , 1.612382e+05 ) 
3873 ( -1.374671e+06 , -2.630212e+05 ) 
3874 ( -2.158349e+06 , 2.196974e+06 ) 
3875 ( -2.339972e+06 , -1.863554e+04 ) 
3876 ( -1.858339e+06 , -2.304313e+06 ) 
3877 ( 4.348391e+05 , -3.413213e+06 ) 
3878 ( -1.382376e+06 , -1.490937e+06 ) 
3879 ( -2.190084e+06 , 2.869636e+05 ) 
3880 ( -1.611170e+06 , -1.654436e+06 ) 
3881 ( -1.641149e+05 , -1.911773e+06 ) 
3882 ( -2.052749e+06 , -1.828659e+06 ) 
3883 ( -2.091027e+06 , 1.218887e+05 ) 
3884 ( -1.656962e+06 , -2.107961e+06 ) 
3885 ( 9.461221e+05 , -3.068681e+06 ) 
3886 ( -1.356997e+06 , -2.022961e+06 ) 
3887 ( -2.865130e+06 , 7.122499e+05 ) 
3888 ( -1.389859e+06 , -1.715016e+06 ) 
3889 ( 2.574216e+05 , -2.155825e+06 ) 
3890 ( -2.048003e+06 , -1.746683e+06 ) 
3891 ( -1.246934e+06 , -6.807151e+05 ) 
3892 ( -8.070251e+05 , -3.039413e+06 ) 
3893 ( 1.221561e+06 , -2.914845e+06 ) 
3894 ( -7.550427e+05 , -2.274769e+06 ) 
3895 ( -2.673823e+06 , -5.735847e+04 ) 
3896 ( -1.886527e+06 , -1.435227e+06 ) 
3897 ( -7.827722e+04 , -2.274077e+06 ) 
3898 ( -1.543401e+06 , -2.690405e+06 ) 
3899 ( -1.100243e+06 , 1.363222e+05 ) 
3900 ( -3.695140e+05 , -1.940998e+06 ) 
3901 ( 8.709453e+05 , -1.906817e+06 ) 
3902 ( -1.302293e+06 , -1.277959e+06 ) 
3903 ( -1.342803e+06 , -3.586673e+05 ) 
3904 ( -6.857864e+05 , -1.331525e+06 ) 
3905 ( 4.235552e+05 , -2.106991e+06 ) 
3906 ( -5.323645e+05 , -2.090664e+06 ) 
3907 ( -1.398615e+05 , 7.009276e+05 ) 
3908 ( 1.538058e+05 , -1.072450e+06 ) 
3909 ( 5.999019e+05 , -1.493091e+06 ) 
3910 ( -3.456374e+05 , -9.046266e+05 ) 
3911 ( -7.004184e+05 , -7.317647e+05 ) 
3912 ( -4.610588e+05 , -2.032785e+06 ) 
3913 ( 9.150782e+04 , -1.562169e+06 ) 
3914 ( -8.716312e+04 , -1.492883e+06 ) 
3915 ( -4.871975e+05 , -6.792462e+05 ) 
3916 ( -6.652626e+04 , -1.775840e+06 ) 
3917 ( 7.642934e+05 , -1.743482e+06 ) 
3918 ( -2.657510e+05 , -2.064862e+06 ) 
3919 ( -3.210252e+04 , 3.478704e+04 ) 
3920 ( -8.727657e+05 , -4.007067e+05 ) 
3921 ( -1.079128e+06 , -9.560730e+05 ) 
3922 ( -4.265200e+05 , -1.382938e+06 ) 
3923 ( 6.290033e+05 , -5.421179e+05 ) 
3924 ( 6.439318e+05 , -1.064529e+06 ) 
3925 ( -1.606328e+05 , -9.530358e+04 ) 
3926 ( -4.326355e+05 , -2.791677e+05 ) 
3927 ( 2.450162e+06 , 2.019277e+04 ) 
3928 ( 2.725530e+06 , 3.865744e+05 ) 
3929 ( 1.087984e+06 , 1.734572e+06 ) 
3930 ( 1.409990e+06 , 9.701205e+05 ) 
3931 ( -7.137605e+05 , -1.804117e+06 ) 
3932 ( 1.446698e+06 , -1.598582e+06 ) 
3933 ( -5.543420e+05 , -1.923438e+05 ) 
3934 ( -9.359533e+04 , 3.580103e+05 ) 
3935 ( 4.202894e+05 , -1.076075e+06 ) 
3936 ( 6.020765e+05 , -1.252096e+06 ) 
3937 ( 7.151106e+05 , -6.182231e+05 ) 
3938 ( 1.210454e+06 , 7.722307e+05 ) 
3939 ( 3.974401e+05 , -1.739161e+05 ) 
3940 ( 1.321547e+06 , 6.139005e+05 ) 
3941 ( 1.422355e+06 , 2.058859e+05 ) 
3942 ( 4.447853e+05 , 5.019930e+05 ) 
3943 ( -8.919622e+04 , 1.848762e+06 ) 
3944 ( 1.174182e+06 , 1.415477e+06 ) 
3945 ( 1.949891e+05 , -1.780989e+06 ) 
3946 ( -2.826023e+05 , -9.688315e+05 ) 
3947 ( -8.450294e+05 , -2.630232e+05 ) 
3948 ( 2.376196e+04 , -6.420640e+05 ) 
3949 ( 2.050788e+06 , 3.615829e+04 ) 
3950 ( 6.879398e+05 , 2.896702e+05 ) 
3951 ( -1.254590e+06 , 8.953009e+05 ) 
3952 ( 2.006365e+04 , -1.974249e+05 ) 
3953 ( 1.007830e+06 , -3.364034e+06 ) 
3954 ( 2.531462e+06 , 9.353168e+04 ) 
3955 ( -5.636405e+04 , 1.516967e+06 ) 
3956 ( 9.954346e+05 , -1.719755e+05 ) 
3957 ( 4.668756e+06 , -3.626009e+05 ) 
3958 ( 7.134893e+05 , 2.135691e+06 ) 
3959 ( -1.534077e+05 , 2.987334e+06 ) 
3960 ( 3.151948e+06 , 1.120442e+06 ) 
3961 ( -5.601527e+05 , -6.421119e+05 ) 
3962 ( 4.282322e+05 , -7.342275e+05 ) 
3963 ( -1.588097e+06 , 6.664228e+05 ) 
3964 ( -7.559257e+05 , 1.335250e+06 ) 
3965 ( 2.510370e+06 , -2.347129e+06 ) 
3966 ( 1.935059e+06 , 9.150370e+05 ) 
3967 ( 9.048994e+05 , 1.818183e+06 ) 
3968 ( 1.863117e+06 , -7.569357e+05 ) 
3969 ( 1.368220e+06 , -4.771913e+05 ) 
3970 ( 7.901341e+05 , 1.126673e+06 ) 
3971 ( -1.514721e+06 , 2.414424e+06 ) 
3972 ( 1.049739e+06 , 1.520495e+06 ) 
3973 ( 2.796531e+06 , -1.803174e+06 ) 
3974 ( 1.935837e+06 , 4.271930e+05 ) 
3975 ( -1.670878e+05 , 1.757817e+06 ) 
3976 ( 1.510438e+06 , 6.359649e+05 ) 
3977 ( 1.849931e+06 , -8.214194e+05 ) 
3978 ( 5.307459e+05 , 1.402980e+06 ) 
3979 ( -1.393191e+06 , 1.823838e+06 ) 
3980 ( 1.395446e+06 , 7.177865e+05 ) 
3981 ( 2.165906e+06 , -8.315820e+05 ) 
3982 ( 7.440440e+05 , 1.634324e+06 ) 
3983 ( -1.410743e+06 , 2.742197e+06 ) 
3984 ( 5.857383e+05 , 1.609472e+06 ) 
3985 ( 1.517659e+06 , -7.076489e+05 ) 
3986 ( 1.072063e+06 , 1.063963e+06 ) 
3987 ( -8.224335e+05 , 2.001313e+06 ) 
3988 ( 7.377869e+05 , 1.475726e+06 ) 
3989 ( 2.095406e+06 , -7.047155e+05 ) 
3990 ( 8.131770e+05 , 1.074087e+06 ) 
3991 ( -5.200411e+05 , 1.782117e+06 ) 
3992 ( 1.276786e+06 , 9.616945e+05 ) 
3993 ( 1.182332e+06 , -8.623685e+05 ) 
3994 ( 1.783227e+05 , 7.027512e+05 ) 
3995 ( -1.405294e+06 , 2.200713e+06 ) 
3996 ( 3.443083e+05 , 1.123229e+06 ) 
3997 ( 1.046228e+06 , -9.825883e+05 ) 
3998 ( -6.799525e+04 , 2.549062e+05 ) 
3999 ( -3.442677e+05 , 8.262233e+05 ) 
4000 ( 3.487573e+05 , 3.214883e+05 ) 
